Rang,X,Y,DA,Site,Yield
1,770183.585928894,6270673.34095903,0.187014445662498,1,806.096331741115
1,770187.850961126,6270670.73145715,0.179153501987457,2,1009.55174476888
1,770192.115993358,6270668.12195527,0.201147437095642,3,711.779611630283
1,770196.381025591,6270665.51245339,0.216822117567062,4,341.2196643489
1,770200.646057823,6270662.90295151,0.205970250070095,5,582.730197731378
1,770204.911090055,6270660.29344963,0.216956377029419,6,787.80834903467
1,770209.176122287,6270657.68394775,0.231433346867561,7,1016.11819142893
1,770213.44115452,6270655.07444587,0.173344500362873,8,459.764296192853
1,770217.706186752,6270652.464944,0.215707421302795,9,917.707622445098
1,770221.971218984,6270649.85544212,0.207201302051544,10,754.956420698935
1,770226.236251216,6270647.24594024,0.211360141634941,11,577.81128476172
1,770230.501283449,6270644.63643836,0.203876808285713,12,835.59743456557
1,770234.766315681,6270642.02693648,0.243427440524101,13,619.524794966583
1,770239.031347913,6270639.4174346,0.200740411877632,14,179.2368025628
1,770243.296380145,6270636.80793272,0.229523733258247,15,283.480694648539
1,770247.561412378,6270634.19843084,0.218638077378273,16,415.113265315122
1,770251.82644461,6270631.58892896,0.206177048385143,17,947.223059412409
1,770256.091476842,6270628.97942708,0.207700133323669,18,478.976650147338
1,770260.356509074,6270626.3699252,0.22183446586132,19,669.458648283995
1,770264.621541307,6270623.76042332,0.197148621082306,20,453.95398151416
1,770268.886573539,6270621.15092144,0.207117035984993,21,1385.30618155761
1,770273.151605771,6270618.54141956,0.23804796487093,22,1429.30896047115
1,770277.416638003,6270615.93191769,0.218618862330914,23,743.149070150352
1,770281.681670236,6270613.32241581,0.193344727158546,24,723.293509227713
1,770285.946702468,6270610.71291393,0.257674910128117,25,512.585063445689
1,770290.2117347,6270608.10341205,0.23221018910408,26,423.203171201332
1,770294.476766932,6270605.49391017,0.237291216850281,27,1037.24643912605
1,770298.741799165,6270602.88440829,0.229957059025764,28,1324.75804600977
1,770303.006831397,6270600.27490641,0.224980786442757,29,770.144526262882
1,770307.271863629,6270597.66540453,0.212912403047085,30,865.071303909865
1,770311.536895861,6270595.05590265,0.229104995727539,31,1112.92182231606
1,770320.066960326,6270589.83689889,0.216307982802391,32,917.238984926529
1,770324.331992558,6270587.22739701,0.241991594433784,33,426.821978589184
1,770328.59702479,6270584.61789513,0.224880829453468,34,951.25491412819
1,770332.862057023,6270582.00839326,0.246681824326515,35,733.534471363767
1,770337.127089255,6270579.39889138,0.224584028124809,36,1021.59628665931
1,770354.187218184,6270568.96088386,0.257846981287003,37,372.681421098553
2,770181.490096743,6270677.5139597,0.229351744055748,38,603.60132192731
2,770185.754857855,6270674.90401475,0.168926849961281,39,553.293130294352
2,770190.019618968,6270672.2940698,0.208992645144463,40,323.183054401248
2,770194.284380081,6270669.68412485,0.197598792612553,41,478.501604774244
2,770198.549141194,6270667.0741799,0.225336611270905,42,819.887222364363
2,770202.813902306,6270664.46423494,0.217084832489491,43,982.222915573063
2,770207.078663419,6270661.85428999,0.216956377029419,44,696.667531944082
2,770211.343424532,6270659.24434504,0.223799109458923,45,1100.70095121485
2,770215.608185644,6270656.63440009,0.237749226391315,46,1175.01528403652
2,770219.872946757,6270654.02445514,0.222771055996418,47,409.634163065929
2,770224.13770787,6270651.41451019,0.207516446709633,48,1351.95902958339
2,770228.402468983,6270648.80456523,0.239772453904152,49,441.195587777982
2,770232.667230095,6270646.19462028,0.250600807368755,50,778.584896145041
2,770236.931991208,6270643.58467533,0.250687800347805,51,859.458180688045
2,770241.196752321,6270640.97473038,0.236462727189064,52,941.956935687314
2,770245.461513433,6270638.36478543,0.222197867929935,53,855.776188990796
2,770249.726274546,6270635.75484047,0.230317436158657,54,466.253980884499
2,770253.991035659,6270633.14489552,0.227001965045929,55,911.960899278622
2,770258.255796771,6270630.53495057,0.229488357901573,56,900.154290848149
2,770262.520557884,6270627.92500562,0.214206278324127,57,496.179669710689
2,770266.785318997,6270625.31506067,0.204424321651459,58,423.460703630833
2,770271.05008011,6270622.70511572,0.21785306930542,59,432.202625696145
2,770275.314841222,6270620.09517076,0.216778546571732,60,854.247474508467
2,770279.579602335,6270617.48522581,0.259247437119484,61,1139.94999673089
2,770283.844363448,6270614.87528086,0.212024673819542,62,828.332660124119
2,770288.10912456,6270612.26533591,0.263869389891624,63,1059.71543946964
2,770292.373885673,6270609.65539096,0.251244366168976,64,70.4443394164019
2,770296.638646786,6270607.045446,0.245202235877514,65,1212.27537997647
2,770300.903407898,6270604.43550105,0.238198757171631,66,741.789153464446
2,770305.168169011,6270601.8255561,0.2339126765728,67,714.027213523105
2,770309.432930124,6270599.21561115,0.228210255503654,68,637.529938881726
2,770313.697691237,6270596.6056662,0.211341463029385,69,836.931129732359
2,770317.962452349,6270593.99572125,0.238419964909554,70,810.740925822224
2,770322.227213462,6270591.38577629,0.214832797646523,71,770.165373520946
2,770326.491974575,6270588.77583134,0.2449841350317,72,994.696364154215
2,770330.756735687,6270586.16588639,0.237135231494904,73,564.501310990965
2,770335.0214968,6270583.55594144,0.254867136478424,74,1005.2701502658
2,770339.286257913,6270580.94599649,0.251299262046814,75,124.123860760896
2,770343.551019026,6270578.33605153,0.261004820466042,76,615.02807901126
2,770347.815780138,6270575.72610658,0.273783355951309,77,1365.62146973514
2,770352.080541251,6270573.11616163,0.242521986365318,78,891.075452206562
2,770356.345302364,6270570.50621668,0.241027310490608,79,851.775899749646
3,770182.728676996,6270679.52665262,0.251582771539688,80,1113.1868490473
3,770186.994812232,6270676.91895437,0.218261986970901,81,420.946713732271
3,770191.260947467,6270674.31125612,0.225972801446915,82,904.542950363042
3,770195.527082703,6270671.70355787,0.210590466856956,83,408.308341215997
3,770199.793217938,6270669.09585963,0.229570493102074,84,481.31573056013
3,770204.059353174,6270666.48816138,0.227236613631248,85,1103.25688261826
3,770208.325488409,6270663.88046313,0.208694532513618,86,238.799009827432
3,770212.591623645,6270661.27276488,0.234328418970108,87,1110.10330626307
3,770216.85775888,6270658.66506663,0.224501334130764,88,646.405431826693
3,770221.123894116,6270656.05736839,0.220639728009701,89,578.142719681928
3,770225.390029352,6270653.44967014,0.243963859975338,90,889.019932804068
3,770229.656164587,6270650.84197189,0.252845853567123,91,627.860119358563
3,770233.922299823,6270648.23427364,0.239532977342606,92,767.313663184365
3,770238.188435058,6270645.62657539,0.258656814694405,93,1244.77988772361
3,770242.454570294,6270643.01887715,0.228734776377678,94,1117.86638613474
3,770246.720705529,6270640.4111789,0.250284068286419,95,1206.50615843047
3,770250.986840765,6270637.80348065,0.25196498632431,96,525.042271588875
3,770255.252976,6270635.1957824,0.249727509915829,97,908.032874835343
3,770259.519111236,6270632.58808416,0.266408309340477,98,532.354263230742
3,770263.785246472,6270629.98038591,0.213605880737305,99,416.669649870577
3,770268.051381707,6270627.37268766,0.265377953648567,100,498.73429000037
3,770272.317516943,6270624.76498941,0.262449517846107,101,734.698335497174
3,770276.583652178,6270622.15729116,0.223167672753334,102,1121.97718923832
3,770280.849787414,6270619.54959292,0.256723761558533,103,1160.21675783309
3,770285.115922649,6270616.94189467,0.266212731599808,104,276.687889099869
3,770289.382057885,6270614.33419642,0.270960003137589,105,1052.38087315322
3,770293.64819312,6270611.72649817,0.255233347415924,106,1020.0202055759
3,770297.914328356,6270609.11879992,0.261226668953896,107,709.705739440721
3,770302.180463591,6270606.51110168,0.239384196698666,108,732.528453037349
3,770306.446598827,6270603.90340343,0.264213129878044,109,1282.53109181359
3,770310.712734062,6270601.29570518,0.234438098967075,110,641.113152319952
3,770314.978869298,6270598.68800693,0.210450932383537,111,794.909530729709
3,770319.245004534,6270596.08030869,0.241648137569427,112,425.425708881292
3,770323.511139769,6270593.47261044,0.22554038465023,113,822.292676216922
3,770327.777275005,6270590.86491219,0.253731161355972,114,574.671369638945
3,770332.04341024,6270588.25721394,0.262855246663094,115,663.855561471786
3,770336.309545476,6270585.64951569,0.260624542832375,116,670.531129661266
3,770340.575680711,6270583.04181745,0.254676192998886,117,1143.16940133438
3,770344.841815947,6270580.4341192,0.247274704277515,118,964.025864897274
3,770349.107951182,6270577.82642095,0.259625732898712,119,1034.05879549423
3,770353.374086418,6270575.2187227,0.241735488176346,120,1082.4275947838
3,770357.640221654,6270572.61102445,0.233222670853138,121,451.633229559276
4,770184.276902313,6270681.53934553,0.193356394767761,122,546.15486088885
4,770188.544317541,6270678.93374247,0.218986697494984,123,849.02760991082
4,770192.811732769,6270676.32813942,0.219733595848083,124,570.139798509547
4,770197.079147997,6270673.72253637,0.252889081835747,125,631.77428951835
4,770201.346563225,6270671.11693331,0.238868720829487,126,515.828054691203
4,770205.613978453,6270668.51133026,0.225155740976334,127,699.480158581815
