Rang,X,Y,DA,Site,Yield
1,770183.585928894,6270673.34095903,0.249697901308537,1,58.4185722099482
1,770187.850961126,6270670.73145715,0.252142205834389,2,1949.44509178451
1,770192.115993358,6270668.12195527,0.272617325186729,3,1408.00788398045
1,770196.381025591,6270665.51245339,0.294697850942612,4,1534.60329636623
1,770200.646057823,6270662.90295151,0.278735220432281,5,1036.91207452092
1,770204.911090055,6270660.29344963,0.292831748723984,6,531.449230010687
1,770209.176122287,6270657.68394775,0.293396100401878,7,918.376954375506
1,770213.44115452,6270655.07444587,0.288709506392479,8,879.32652771107
1,770217.706186752,6270652.464944,0.295291692018509,9,2758.7602058363
1,770221.971218984,6270649.85544212,0.300088793039322,10,2050.51683629235
1,770226.236251216,6270647.24594024,0.29112945497036,11,947.215295354746
1,770230.501283449,6270644.63643836,0.288338392972946,12,1030.99450015844
1,770234.766315681,6270642.02693648,0.295893579721451,13,2498.72297911454
1,770239.031347913,6270639.4174346,0.298416391015053,14,1282.47777878214
1,770243.296380145,6270636.80793272,0.2852523624897,15,3005.50587383777
1,770247.561412378,6270634.19843084,0.277771800756454,16,893.232851971988
1,770251.82644461,6270631.58892896,0.254718236625195,17,610.535410138101
1,770256.091476842,6270628.97942708,0.274508342146873,18,1690.20281693235
1,770260.356509074,6270626.3699252,0.288146823644638,19,3655.72140338644
1,770264.621541307,6270623.76042332,0.290894687175751,20,133.442879311571
1,770268.886573539,6270621.15092144,0.25370329618454,21,899.220321303122
1,770273.151605771,6270618.54141956,0.305422693490982,22,127.983686036661
1,770277.416638003,6270615.93191769,0.269888058304787,23,6.11853110214048
1,770281.681670236,6270613.32241581,0.298459365963936,24,1389.82870629113
1,770285.946702468,6270610.71291393,0.283055409789085,25,933.973584031426
1,770290.2117347,6270608.10341205,0.27162891626358,26,1489.84242830089
1,770294.476766932,6270605.49391017,0.272714912891388,27,1212.2701259352
1,770298.741799165,6270602.88440829,0.261252164840698,28,320.284797758304
1,770303.006831397,6270600.27490641,0.26428234577179,29,1525.09287577721
1,770307.271863629,6270597.66540453,0.245798788964748,30,554.120681605102
1,770311.536895861,6270595.05590265,0.253441542387009,31,1677.38458303628
1,770320.066960326,6270589.83689889,0.241520300507545,32,670.829735028055
1,770324.331992558,6270587.22739701,0.23820798844099,33,603.73733732307
1,770328.59702479,6270584.61789513,0.266881376504898,34,900.611626124507
1,770332.862057023,6270582.00839326,0.257950246334076,35,457.064737963646
1,770337.127089255,6270579.39889138,0.2578314691782,36,545.73753502118
1,770354.187218184,6270568.96088386,0.280362486839294,37,469.144192320283
2,770181.490096743,6270677.5139597,0.258956253528595,38,2261.97388590842
2,770185.754857855,6270674.90401475,0.281103685498238,39,1110.86147486133
2,770190.019618968,6270672.2940698,0.295136243104935,40,632.641863320009
2,770194.284380081,6270669.68412485,0.307388603687286,41,2187.16118197961
2,770198.549141194,6270667.0741799,0.314137801527977,42,1943.65984353715
2,770202.813902306,6270664.46423494,0.304009959101677,43,392.468064331261
2,770207.078663419,6270661.85428999,0.304082736372948,44,2288.69378914323
2,770211.343424532,6270659.24434504,0.297302603721619,45,1882.33164483949
2,770215.608185644,6270656.63440009,0.300676822662354,46,3066.48084021754
2,770219.872946757,6270654.02445514,0.290820434689522,47,1820.12190884658
2,770224.13770787,6270651.41451019,0.303920581936836,48,4257.20644465744
2,770228.402468983,6270648.80456523,0.299189686775208,49,1020.00191572345
2,770232.667230095,6270646.19462028,0.311124831438065,50,1731.93433733986
2,770236.931991208,6270643.58467533,0.318982273340225,51,191.174113638239
2,770241.196752321,6270640.97473038,0.313597023487091,52,1299.03865804904
2,770245.461513433,6270638.36478543,0.301612570881844,53,2161.36903978463
2,770249.726274546,6270635.75484047,0.312930777668953,54,370.462616420581
2,770253.991035659,6270633.14489552,0.266512513160706,55,625.561809217741
2,770258.255796771,6270630.53495057,0.300280541181564,56,706.834552222316
2,770262.520557884,6270627.92500562,0.289155706763268,57,665.060086734734
2,770266.785318997,6270625.31506067,0.293327748775482,58,429.984978181534
2,770271.05008011,6270622.70511572,0.276227593421936,59,385.330971520322
2,770275.314841222,6270620.09517076,0.291957646608353,60,1329.50087417362
2,770279.579602335,6270617.48522581,0.277527809143066,61,3265.55335182632
2,770283.844363448,6270614.87528086,0.297767639160156,62,459.216626122209
2,770288.10912456,6270612.26533591,0.27899694442749,63,1489.67391981086
2,770292.373885673,6270609.65539096,0.267947763204575,64,79.8561517944219
2,770296.638646786,6270607.045446,0.281871229410172,65,892.666012702222
2,770300.903407898,6270604.43550105,0.259380027651787,66,3345.25012836387
2,770305.168169011,6270601.8255561,0.258297100663185,67,261.732401756154
2,770309.432930124,6270599.21561115,0.253357090055943,68,93.787963856372
2,770313.697691237,6270596.6056662,0.224708288908005,69,653.673591945915
2,770317.962452349,6270593.99572125,0.266321331262589,70,1754.45684044042
2,770322.227213462,6270591.38577629,0.23961278796196,71,675.858074990079
2,770326.491974575,6270588.77583134,0.250811733305454,72,1790.31800673629
2,770330.756735687,6270586.16588639,0.249794110655785,73,1581.12570802093
2,770335.0214968,6270583.55594144,0.269752964377403,74,177.123763257116
2,770339.286257913,6270580.94599649,0.268502175807953,75,1044.61895096288
2,770343.551019026,6270578.33605153,0.287497818470001,76,324.196968158807
2,770347.815780138,6270575.72610658,0.288962244987488,77,2324.47747807111
2,770352.080541251,6270573.11616163,0.290520146489143,78,2379.40012164933
2,770356.345302364,6270570.50621668,0.273487120866776,79,1307.10253963414
3,770182.728676996,6270679.52665262,0.263467565178871,80,906.706690698615
3,770186.994812232,6270676.91895437,0.295512899756432,81,352.291066155064
3,770191.260947467,6270674.31125612,0.314988285303116,82,1310.55362210155
3,770195.527082703,6270671.70355787,0.332203462719917,83,2054.61347082316
3,770199.793217938,6270669.09585963,0.32421837747097,84,729.787636743494
3,770204.059353174,6270666.48816138,0.31821882724762,85,1133.27394977092
3,770208.325488409,6270663.88046313,0.331132084131241,86,1647.42286163437
3,770212.591623645,6270661.27276488,0.327405259013176,87,2583.99403512905
3,770216.85775888,6270658.66506663,0.307522177696228,88,457.819226180182
3,770221.123894116,6270656.05736839,0.309780046343803,89,3301.04055033782
3,770225.390029352,6270653.44967014,0.302146181464195,90,1097.9111886621
3,770229.656164587,6270650.84197189,0.317189902067184,91,1669.65106170937
3,770233.922299823,6270648.23427364,0.330829679965973,92,2293.25854327648
3,770238.188435058,6270645.62657539,0.324166476726532,93,583.513899743754
3,770242.454570294,6270643.01887715,0.320275008678436,94,2323.02125709869
3,770246.720705529,6270640.4111789,0.327677696943283,95,1684.59328622389
3,770250.986840765,6270637.80348065,0.298081293702126,96,1074.71628796926
3,770255.252976,6270635.1957824,0.29381275177002,97,299.014618405547
3,770259.519111236,6270632.58808416,0.298045665025711,98,758.047148216359
3,770263.785246472,6270629.98038591,0.284728586673737,99,277.607177620665
3,770268.051381707,6270627.37268766,0.289598658680916,100,2110.8266048083
3,770272.317516943,6270624.76498941,0.311076670885086,101,2111.56465727294
3,770276.583652178,6270622.15729116,0.298617258667946,102,2626.22421580836
3,770280.849787414,6270619.54959292,0.285904452204704,103,2719.95941384024
3,770285.115922649,6270616.94189467,0.312029734253883,104,403.340110893361
3,770289.382057885,6270614.33419642,0.301878541707993,105,412.940229808893
3,770293.64819312,6270611.72649817,0.287883773446083,106,311.44038430915
3,770297.914328356,6270609.11879992,0.291393458843231,107,2109.14541516138
3,770302.180463591,6270606.51110168,0.260924860835075,108,431.781559287118
3,770306.446598827,6270603.90340343,0.246236987411976,109,1473.700140163
3,770310.712734062,6270601.29570518,0.248651944100857,110,117.489170353935
3,770314.978869298,6270598.68800693,0.221436008810997,111,2232.09624602528
3,770319.245004534,6270596.08030869,0.275655537843704,112,1463.20714205086
3,770323.511139769,6270593.47261044,0.233200185000896,113,129.111656584425
3,770327.777275005,6270590.86491219,0.26949554681778,114,777.715491172016
3,770332.04341024,6270588.25721394,0.261650800704956,115,675.714386653421
3,770336.309545476,6270585.64951569,0.283692210912704,116,1560.09167878965
3,770340.575680711,6270583.04181745,0.294656425714493,117,930.513523690995
3,770344.841815947,6270580.4341192,0.285748764872551,118,131.865644055125
3,770349.107951182,6270577.82642095,0.273970991373062,119,1900.5126560205
3,770353.374086418,6270575.2187227,0.297968223690987,120,1186.82430385332
3,770357.640221654,6270572.61102445,0.266584351658821,121,26.4854999488336
4,770184.276902313,6270681.53934553,0.278013810515404,122,1178.43119753582
4,770188.544317541,6270678.93374247,0.301189973950386,123,548.20433443206
4,770192.811732769,6270676.32813942,0.329423159360886,124,1526.29117936626
4,770197.079147997,6270673.72253637,0.346585005521774,125,3051.99565120524
4,770201.346563225,6270671.11693331,0.339240625500679,126,946.889887365508
4,770205.613978453,6270668.51133026,0.340566635131836,127,809.894653194616
4,770209.881393681,6270665.90572721,0.344376057386398,128,2886.54893590314
4,770214.148808909,6270663.30012415,0.354018360376358,129,596.356181426952
4,770218.416224137,6270660.6945211,0.341071397066116,130,2134.13825549639
4,770222.683639365,6270658.08891805,0.332119643688202,131,2073.56130064544
4,770226.951054593,6270655.48331499,0.327006042003632,132,82.470462210114
4,770231.218469821,6270652.87771194,0.328427016735077,133,475.568735853764
4,770235.485885049,6270650.27210889,0.3294797539711,134,841.985300398046
4,770239.753300277,6270647.66650583,0.318959087133408,135,231.507800993657
4,770244.020715505,6270645.06090278,0.325090795755386,136,1111.49008915306
4,770248.288130733,6270642.45529973,0.358303874731064,137,944.257575310874
4,770252.555545961,6270639.84969667,0.308256059885025,138,258.564621124508
4,770256.822961189,6270637.24409362,0.314667910337448,139,2771.36752678559
4,770261.090376417,6270634.63849057,0.308533370494843,140,668.864589207043
4,770265.357791645,6270632.03288751,0.302374616265297,141,19.7238848630288
4,770269.625206873,6270629.42728446,0.307775169610977,142,1474.27577748301
4,770273.892622101,6270626.82168141,0.314557760953903,143,213.571044660032
4,770278.160037329,6270624.21607835,0.346777647733688,144,3193.49865009864
4,770282.427452557,6270621.6104753,0.317924723029137,145,1285.44184319345
4,770286.694867785,6270619.00487225,0.338455736637115,146,1491.01010972409
4,770290.962283013,6270616.39926919,0.310707613825798,147,1606.56395296465
4,770295.229698241,6270613.79366614,0.328561410307884,148,723.149868708254
4,770299.497113469,6270611.18806309,0.294326648116112,149,792.198718861529
4,770303.764528697,6270608.58246003,0.287655115127563,150,933.463648536156
4,770308.031943925,6270605.97685698,0.258565083146095,151,335.338189408828
4,770312.299359153,6270603.37125393,0.259310573339462,152,2646.40353691449
4,770316.566774381,6270600.76565087,0.26429857313633,153,3177.43007305004
