Rang,X,Y,DA,Site,Yield
1,768405.645259215,6271802.29609327,0.200811922550201,1,1134.66242615776
1,768408.21731678,6271806.5838106,0.192597642540932,2,202.012096845755
1,768410.789374345,6271810.87152793,0.189296692609787,3,1363.57486855677
1,768413.36143191,6271815.15924526,0.224606469273567,4,29.5521694590201
1,768415.933489474,6271819.44696258,0.222175262868404,5,645.824666728624
1,768418.505547039,6271823.73467991,0.203531354665756,6,108.831111090383
1,768421.077604604,6271828.02239724,0.201989814639091,7,2572.33188144183
1,768423.649662168,6271832.31011457,0.202390819787979,8,1052.21526058505
1,768426.221719733,6271836.59783189,0.184734329581261,9,1547.27744107601
1,768428.793777298,6271840.88554922,0.202029868960381,10,3775.41173924798
1,768431.365834862,6271845.17326655,0.171787440776825,11,152.388003836234
1,768433.937892427,6271849.46098388,0.18978563696146,12,271.394057411501
1,768436.509949992,6271853.74870121,0.164969690144062,13,3747.1041388055
1,768439.082007556,6271858.03641853,0.177899807691574,14,3040.60040090231
1,768441.654065121,6271862.32413586,0.186473622918129,15,397.807908770134
1,768444.226122686,6271866.61185319,0.196628302335739,16,12.0023768188592
1,768446.79818025,6271870.89957052,0.186618030071259,17,1977.29645110721
1,768449.370237815,6271875.18728785,0.189664199948311,18,1554.22708313836
2,768407.541871993,6271801.05485736,0.260301038622856,19,837.268972312586
2,768410.126926874,6271805.3347512,0.233750753104687,20,701.429955493977
2,768412.711981754,6271809.61464504,0.265602976083755,21,2810.56609087789
2,768415.297036635,6271813.89453888,0.282703638076782,22,1799.11037322677
2,768417.882091515,6271818.17443271,0.279202550649643,23,1730.33296940319
2,768420.467146396,6271822.45432655,0.290774315595627,24,503.909976339421
2,768423.052201276,6271826.73422039,0.271999701857567,25,1352.94678926508
2,768425.637256157,6271831.01411423,0.269389659166336,26,1061.58815356179
2,768428.222311038,6271835.29400807,0.280451655387878,27,317.566078047773
2,768430.807365918,6271839.5739019,0.26110577583313,28,710.018481513339
2,768433.392420799,6271843.85379574,0.273844063282013,29,388.253309313011
2,768435.977475679,6271848.13368958,0.257277771830559,30,1660.07277764569
2,768438.56253056,6271852.41358342,0.268074437975883,31,1224.58374308134
2,768441.14758544,6271856.69347726,0.251144073903561,32,1628.59349046232
2,768443.732640321,6271860.97337109,0.253610357642174,33,2158.64234743557
2,768446.317695202,6271865.25326493,0.281065076589584,34,1808.67534333355
2,768448.902750082,6271869.53315877,0.277217537164688,35,1891.44274393917
2,768451.487804963,6271873.81305261,0.270297825336456,36,627.948291330298
3,768409.823938915,6271799.76873838,0.266466289758682,37,12.8406886506339
3,768412.406115183,6271804.05036957,0.228175684809685,38,2800.44421591774
3,768414.98829145,6271808.33200077,0.266692191362381,39,1743.98328010045
3,768417.570467718,6271812.61363197,0.253069058060646,40,1018.84760710518
3,768420.152643985,6271816.89526317,0.268142014741898,41,789.073917954927
3,768422.734820253,6271821.17689437,0.277780264616013,42,145.261695895948
3,768425.31699652,6271825.45852557,0.256995961070061,43,1186.71542023881
3,768427.899172788,6271829.74015677,0.263510286808014,44,1176.99073354881
3,768430.481349055,6271834.02178797,0.277950212359428,45,2170.35525545448
3,768433.063525323,6271838.30341917,0.271533787250519,46,375.323315053653
3,768435.64570159,6271842.58505036,0.266987547278404,47,1855.39962055732
3,768438.227877858,6271846.86668156,0.266703546047211,48,166.570669474354
3,768440.810054125,6271851.14831276,0.2863889336586,49,952.354496817288
3,768443.392230393,6271855.42994396,0.247914776206017,50,2195.64504154799
3,768445.97440666,6271859.71157516,0.280589729547501,51,397.106628823325
3,768448.556582928,6271863.99320636,0.278082579374313,52,663.110676818932
3,768451.138759195,6271868.27483756,0.262087613344193,53,948.759175280305
3,768453.720935463,6271872.55646876,0.271350666880608,54,2744.60143533239
4,768412.044425498,6271798.70727975,0.231869041919708,55,1604.749377345
4,768414.634143367,6271802.98435368,0.255907595157623,56,608.579395451752
4,768417.223861235,6271807.2614276,0.264019027352333,57,2197.8341228894
4,768419.813579104,6271811.53850153,0.2897589802742,58,812.179277207868
4,768422.403296972,6271815.81557546,0.26882441341877,59,773.760125623084
4,768424.993014841,6271820.09264938,0.282279253005981,60,643.969386287527
4,768427.582732709,6271824.36972331,0.272822946310043,61,821.857150180929
4,768430.172450578,6271828.64679723,0.270986065268517,62,706.157065587453
4,768432.762168446,6271832.92387116,0.292288407683372,63,1342.59172112725
4,768435.351886315,6271837.20094508,0.287341117858887,64,864.576230486104
4,768437.941604183,6271841.47801901,0.262503355741501,65,2309.72549426075
4,768440.531322051,6271845.75509293,0.278899312019348,66,2634.55989168599
4,768443.12103992,6271850.03216686,0.296394541859627,67,478.871836990769
4,768445.710757788,6271854.30924078,0.277287572622299,68,604.738170147249
4,768448.300475657,6271858.58631471,0.301841050386429,69,1806.21498927703
4,768450.890193525,6271862.86338863,0.276563078165054,70,604.396001475253
4,768453.479911394,6271867.14046256,0.296611309051514,71,1185.14012170502
4,768456.069629262,6271871.41753648,0.268611624836922,72,1100.1726052925
5,768414.266750415,6271797.08245049,0.216203838586807,73,670.566396936581
