Rang,X,Y,DA,Site,Yield
1,770183.585928894,6270673.34095903,0.263221949338913,1,613.57662409994
1,770187.850961126,6270670.73145715,0.249940857291222,2,601.442236118526
1,770192.115993358,6270668.12195527,0.276312261819839,3,771.116560420787
1,770196.381025591,6270665.51245339,0.293360948562622,4,510.040817324057
1,770200.646057823,6270662.90295151,0.28329074382782,5,804.574490011596
1,770204.911090055,6270660.29344963,0.291713505983353,6,765.735454458377
1,770209.176122287,6270657.68394775,0.2968510389328,7,833.08427446546
1,770213.44115452,6270655.07444587,0.277424767613411,8,843.913084704016
1,770217.706186752,6270652.464944,0.28396201133728,9,680.468175058503
1,770221.971218984,6270649.85544212,0.276884898543358,10,994.741644187175
1,770226.236251216,6270647.24594024,0.266045719385147,11,804.126604103029
1,770230.501283449,6270644.63643836,0.275734454393387,12,704.316585374577
1,770234.766315681,6270642.02693648,0.301193729043007,13,754.006750059723
1,770239.031347913,6270639.4174346,0.284904181957245,14,868.833987903301
1,770243.296380145,6270636.80793272,0.321639358997345,15,825.093812799182
1,770247.561412378,6270634.19843084,0.27917817234993,16,799.759524567955
1,770251.82644461,6270631.58892896,0.295723453164101,17,875.003530475845
1,770256.091476842,6270628.97942708,0.300534605979919,18,836.071765278685
1,770260.356509074,6270626.3699252,0.329305529594421,19,1073.85456105566
1,770264.621541307,6270623.76042332,0.295688539743423,20,1001.0417620841
1,770268.886573539,6270621.15092144,0.2960225045681,21,869.121665754653
1,770273.151605771,6270618.54141956,0.329808473587036,22,833.50608312034
1,770277.416638003,6270615.93191769,0.323686674237251,23,965.44879885767
1,770281.681670236,6270613.32241581,0.326633125543594,24,1067.52688117197
1,770285.946702468,6270610.71291393,0.332362860441208,25,1137.56542949492
1,770290.2117347,6270608.10341205,0.343522787094116,26,818.814153576563
1,770294.476766932,6270605.49391017,0.324250817298889,27,1019.06775391839
1,770298.741799165,6270602.88440829,0.31653219461441,28,725.253647299248
1,770303.006831397,6270600.27490641,0.311770915985107,29,730.724232512861
1,770307.271863629,6270597.66540453,0.318496972322464,30,812.037169828989
1,770311.536895861,6270595.05590265,0.270008385181427,31,747.807547123131
1,770320.066960326,6270589.83689889,0.324515849351883,32,1117.54246619933
1,770324.331992558,6270587.22739701,0.290158271789551,33,828.438578745368
1,770328.59702479,6270584.61789513,0.305756151676178,34,875.749618736322
