Rang,X,Y,DA,Site,Yield
1,767996.152940463,6272400.12925074,0.19940297305584,1,1376.20289441071
1,768004.38296565,6272396.10974007,0.229824230074883,2,1305.24368069769
1,768012.613001261,6272392.09023991,0.234644368290901,3,1528.85645837099
1,768064.744213326,6272366.43751283,0.227048590779305,4,1285.88109434577
1,768081.172786113,6272358.27512987,0.202459633350372,5,1385.1306713912
1,768089.387088347,6272354.19395408,0.225244149565697,6,780.287239496993
1,768097.601401139,6272350.11278875,0.258828639984131,7,1450.01350270363
1,768105.815724491,6272346.03163388,0.230704694986343,8,812.970751878014
1,768114.030058403,6272341.95048948,0.273464024066925,9,1653.37683952411
2,767918.787552379,6272441.19878116,0.175050765275955,10,192.23727801875
2,767927.004679544,6272437.12916265,0.122123017907143,11,562.578973875021
2,767935.221817243,6272433.05955462,0.149195671081543,12,1254.7812032729
2,767943.438965476,6272428.98995705,0.141664668917656,13,856.331762874736
2,767951.656124243,6272424.92036995,0.144168630242348,14,788.251030684245
2,767959.873293543,6272420.85079332,0.165574863553047,15,247.56198516213
2,767968.090473378,6272416.78122716,0.144472058862448,16,498.627370860659
2,767976.307663746,6272412.71167146,0.143861621618271,17,1384.2834375485
2,767984.524864648,6272408.64212624,0.155492275953293,18,690.025434080525
2,767992.742076084,6272404.57259148,0.206262484192848,19,458.906827373598
2,768000.959298053,6272400.50306719,0.208352893590927,20,1962.4883619578
2,768009.176530556,6272396.43355337,0.201310716569424,21,1225.08939626001
2,768017.393773593,6272392.36405001,0.174735322594643,22,874.675493778058
2,768032.930092742,6272384.55948811,0.193060308694839,23,742.964723311416
2,768041.154624202,6272380.51829476,0.207572147250175,24,970.949061996528
2,768049.379166133,6272376.47711188,0.192094840109348,25,418.348265604186
2,768057.603718534,6272372.4359395,0.179303973913193,26,960.453385304576
2,768065.828281407,6272368.39477761,0.207157284021378,27,1562.02920951019
2,768074.05285475,6272364.35362621,0.219764828681946,28,772.817951328011
2,768082.277438565,6272360.31248529,0.198894001543522,29,1170.40141315987
2,768090.50203285,6272356.27135487,0.223344340920448,30,1101.06977333588
2,768098.726637607,6272352.23023493,0.194357797503471,31,66.58272529138
2,768106.951252834,6272348.18912548,0.212327271699905,32,1117.39143790802
2,768115.175878532,6272344.14802652,0.245997056365013,33,1504.84561965552
3,767924.638186321,6272441.32167105,0.183711111545563,34,1537.59839128022
3,767932.84898555,6272437.22757455,0.151764757931232,35,835.799550403241
